coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_fielding,handle_veterans,handle_rookies,handle_players,strategy_knowledge,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,busy,type,data,days_left
738,"Casey","Feghali","",61,"1973-3-24",8786,206,205,182,1,30,2,154,0,0,236000,1,0,0,14,5,4,0,4,93,108,109,87,112,100,0,0,0,0,0,0,1,2,2,3,0,110,0,0,0,0,-1,-1,-1,-1,1,0,-1,3,0,1,-1,-1,-1,-1,1,-1,0,1,0,0,1,0,0,0,0,-3,3,1,3,-4,3,5,2,-1,6,9,3,2,-1,1,7,-6,129,106,95,6,0,0,0,0,0
739,"Fred","Diegel","",53,"1981-9-25",43342,206,185,183,5,17,5,154,0,0,36000,1,0,0,6,7,2,7,2,83,20,24,82,60,71,0,0,0,0,0,0,0,2,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,7,-3,-7,2,-1,-1,7,11,2,0,1,-1,-7,0,78,33,80,6,0,0,0,0,0
740,"Steve","Reed","",57,"1977-2-17",43227,206,225,197,4,20,4,154,0,0,42000,1,0,0,19,4,13,0,1,29,84,10,81,103,92,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-5,4,-2,-1,-3,3,2,0,6,11,2,1,0,2,-6,-5,79,86,45,9,0,0,0,0,0
741,"Ryan","Romiti","",54,"1980-6-12",90736,206,185,186,1,17,2,158,0,0,228000,2,0,0,19,11,20,20,3,77,79,81,89,70,80,0,0,0,0,0,0,3,1,1,3,0,87,0,0,0,0,3,0,3,1,1,1,0,2,1,3,3,3,3,3,0,0,-1,-1,0,0,0,-2,1,0,0,-1,-1,-1,0,-2,-8,3,2,0,5,12,3,0,-3,-3,6,7,114,79,78,18,0,0,0,0,0
742,"Chris","Gregory","",60,"1974-9-1",12985,206,210,180,5,28,5,158,0,0,44000,1,0,0,18,24,31,17,1,102,27,28,94,102,98,0,0,0,0,0,0,0,4,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4,-1,1,-4,1,0,0,-1,6,9,4,1,-1,-2,-5,-7,75,45,101,20,0,0,0,0,0
743,"Aaron","Russell","",54,"1980-6-18",24811,206,210,185,4,21,4,158,0,0,62000,2,0,0,19,14,17,15,4,23,103,24,91,79,85,0,0,0,0,0,0,0,0,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,-3,-10,0,7,4,-1,0,5,10,3,2,-3,-5,-5,8,83,99,39,16,0,0,0,0,0
744,"Kerry","Galliher","",52,"1982-10-22",14625,206,195,186,1,21,2,159,0,0,274000,2,0,0,7,9,16,19,3,106,84,102,81,65,73,0,0,0,0,0,0,3,3,0,3,0,83,0,0,0,0,2,-1,1,2,2,2,1,0,-1,1,3,3,3,2,1,0,-1,0,2,2,1,-1,1,0,0,1,2,-1,4,4,0,1,0,0,6,9,3,2,-1,1,-2,7,120,81,98,12,0,0,0,0,0
745,"T.J.","Howell","",52,"1982-3-20",24787,206,200,184,5,20,5,159,0,0,34000,2,0,0,3,12,11,19,3,97,4,22,73,79,76,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,6,1,0,6,1,0,0,6,9,4,1,-1,8,2,7,67,22,92,11,0,0,0,0,0
746,"John","Bresnahan","",56,"1978-9-27",51446,206,180,183,4,17,4,159,0,0,46000,1,0,0,7,6,5,0,1,26,82,2,84,81,83,0,0,0,0,0,0,0,2,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,-4,-1,5,-3,1,-1,0,6,10,2,2,-7,1,2,-6,78,82,40,4,0,0,0,0,0
747,"Justin","Ferrand","",54,"1980-5-10",60430,206,195,181,1,23,2,155,0,0,186000,2,0,0,14,11,25,5,3,111,93,87,68,84,76,0,0,0,0,0,0,1,3,3,2,0,99,0,0,0,0,1,-1,0,1,-1,1,0,2,1,1,1,1,0,1,0,-1,0,0,0,1,0,1,1,0,0,-8,2,2,1,-2,3,3,1,0,6,10,3,1,5,-2,7,1,112,89,102,12,0,0,0,0,0
748,"John","Williams","",61,"1973-5-27",65348,206,225,193,5,30,5,155,0,0,60000,2,0,0,18,9,28,0,4,99,23,17,93,105,99,0,0,0,0,0,0,0,2,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3,2,10,-1,-8,2,-2,0,5,10,3,2,-7,-8,5,4,85,42,99,11,0,0,0,0,0
749,"Ben","Christensen","",59,"1975-7-19",66430,206,190,186,4,18,4,0,0,0,0,0,0,0,23,5,31,5,1,13,87,22,94,83,89,0,0,0,0,0,0,0,2,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,4,1,0,7,9,2,2,0,-1,-7,2,71,88,32,14,0,0,0,0,0
750,"Josh","Tyus","",56,"1978-10-30",81263,206,190,185,1,20,2,165,0,0,356000,1,0,0,16,12,8,8,3,97,78,102,76,102,89,0,0,0,0,0,0,1,3,1,3,0,93,0,0,0,0,0,1,1,0,1,0,1,2,0,-1,-1,1,-1,1,1,1,0,0,1,0,-1,1,1,0,0,1,4,-4,1,-1,-6,0,2,0,6,9,3,2,-5,0,-4,1,111,81,95,12,0,0,0,0,0
751,"Victor","Murga","",53,"1981-4-21",79086,206,185,178,5,22,5,165,0,0,32000,2,0,0,13,3,10,8,2,80,21,16,61,78,70,0,0,0,0,0,0,0,0,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,9,-2,1,5,3,0,0,8,8,4,0,1,-3,7,1,66,33,78,9,0,0,0,0,0
752,"Chris","Ignatius","",61,"1973-9-10",80538,206,205,196,4,23,4,165,0,0,48000,2,0,0,6,17,0,23,1,36,106,52,109,97,103,0,0,0,0,0,0,2,3,0,1,0,48,0,0,0,0,-1,2,3,2,3,1,-2,-3,3,-3,-3,-3,-2,-2,-2,-4,1,0,-1,-1,-1,3,2,0,0,-3,-3,-1,-6,3,-1,3,2,0,7,8,5,0,-4,-1,-2,-2,96,105,53,13,0,0,0,0,0
753,"Jeremy","Robbins","",56,"1978-6-11",88078,206,200,185,1,25,2,156,0,0,174000,1,0,0,9,12,16,18,3,94,111,82,97,89,93,0,0,0,0,0,0,2,2,3,3,0,60,0,0,0,0,-1,2,2,2,2,0,-1,-2,1,-3,-4,-3,-3,-3,0,-2,1,-1,0,1,1,3,3,0,0,-2,-5,2,0,-1,-3,2,-1,0,7,10,3,0,-1,-2,-5,-1,89,107,94,13,0,0,0,0,0
754,"Mark","Burd","",52,"1982-4-14",29677,206,210,183,5,20,5,156,0,0,34000,1,0,0,8,20,0,15,3,73,25,22,68,71,70,0,0,0,0,0,0,0,3,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,-3,-1,6,5,1,0,5,10,3,2,-2,0,0,0,69,36,72,12,0,0,0,0,0
755,"Dan","Hendricks","",57,"1977-5-12",50137,206,210,182,4,25,4,156,0,0,50000,1,0,0,14,4,21,6,2,3,92,17,87,92,90,0,0,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,4,0,2,-1,0,5,11,3,1,0,1,-1,4,70,92,25,10,0,0,0,0,0
756,"Tyler","Smentek","",53,"1981-1-24",11920,206,200,193,1,17,2,164,0,0,194000,1,0,0,3,20,1,12,2,96,82,73,68,99,84,0,0,0,0,0,0,1,2,1,2,0,67,0,0,0,0,1,1,-1,-1,-1,0,0,2,0,-1,0,-1,-1,0,-1,1,1,0,1,-1,1,-1,-1,0,0,-4,0,2,0,-6,-1,1,0,-1,8,9,2,1,0,0,-6,1,104,83,93,10,0,0,0,0,0
757,"Kevin","Wilson","",56,"1978-2-10",56404,206,190,185,5,24,5,164,0,0,58000,2,0,0,18,17,11,14,3,108,16,21,75,75,75,0,0,0,0,0,0,0,2,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-5,1,8,5,6,4,-1,0,6,10,4,0,3,-1,3,-2,81,31,100,16,0,0,0,0,0
758,"Manny","Perez","",59,"1975-2-21",79908,206,220,196,4,19,4,164,0,0,28000,1,0,0,6,2,7,1,1,7,116,8,98,94,96,0,0,0,0,0,0,0,2,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-5,1,-8,5,2,4,0,0,7,9,4,0,-6,-5,-2,0,61,111,29,4,0,0,0,0,0
759,"Ian","Kahan","",60,"1974-2-21",49703,206,210,187,1,20,2,152,0,0,316000,1,0,0,10,6,4,0,1,74,74,124,101,115,108,0,0,0,0,0,0,3,4,3,0,0,101,0,0,0,0,3,1,1,1,3,0,0,1,1,3,3,3,2,4,0,1,0,-1,2,1,2,-1,1,0,0,-5,10,2,-2,-1,-4,3,-1,0,5,10,3,2,7,-7,1,4,114,83,83,5,0,0,0,0,0
760,"Robby","Polgar","",61,"1973-8-18",34491,206,210,179,5,23,5,152,0,0,32000,2,0,0,5,14,1,25,4,95,70,60,86,115,101,0,0,0,0,0,0,1,3,3,2,0,51,0,0,0,0,1,-1,1,1,0,1,-1,3,1,1,1,1,-1,0,0,-1,1,-1,0,0,1,0,1,0,0,-2,3,5,0,1,-2,4,1,0,6,11,2,1,2,2,-4,5,90,78,97,13,0,0,0,0,0
761,"Luke","Bedgood","",58,"1976-8-29",4431,206,215,182,4,21,4,152,0,0,58000,2,0,0,4,23,11,12,2,1,83,23,94,107,101,0,0,0,0,0,0,0,1,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5,-5,-6,1,-2,1,-1,0,9,9,2,0,0,6,0,-5,80,88,26,12,0,0,0,0,0
762,"Ryan","McAulay","",53,"1981-1-14",76385,206,220,194,1,21,2,153,0,0,326000,2,0,0,6,2,12,11,3,96,65,93,86,62,74,0,0,0,0,0,0,5,3,1,3,0,85,0,0,0,0,3,2,2,3,2,-3,-2,0,3,1,0,0,-1,1,3,3,0,3,3,3,3,2,3,0,0,1,1,2,4,3,0,4,0,0,6,10,2,2,-3,-2,5,8,115,67,91,7,0,0,0,0,0
763,"Ryan","Matthews","",36,"1997-12-23",25673,206,201,179,5,0,5,94,3608,0,18000,2,0,0,1,8,0,1,2,92,25,19,80,94,87,0,0,0,0,0,0,1,3,3,3,0,39,0,0,0,0,-1,0,-1,-1,1,1,1,4,0,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,0,0,0,0,-4,-3,9,0,-2,5,3,0,0,5,10,4,1,2,-5,-1,-1,45,41,91,2,0,0,0,0,0
764,"Brian","Brookshire","",52,"1982-11-7",23730,206,210,188,4,17,4,153,0,0,42000,1,0,0,18,15,24,10,3,14,91,3,74,78,76,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,3,-8,2,7,3,-1,0,5,11,2,2,3,-4,7,3,65,87,30,15,0,0,0,0,0
765,"Josh","Egan","",60,"1974-11-30",14082,206,205,190,1,22,2,162,0,0,326000,1,0,0,8,18,18,9,2,93,72,99,105,77,91,0,0,0,0,0,0,1,2,3,2,0,75,0,0,0,0,-1,1,1,-1,-1,0,0,3,-1,1,1,0,-1,1,1,1,0,0,1,0,0,-1,0,0,0,-7,2,-1,6,4,-6,0,1,0,5,12,3,0,8,1,2,4,127,77,93,12,0,0,0,0,0
766,"Jay","Bell","",53,"1981-7-17",12985,206,230,192,5,21,5,162,0,0,50000,2,0,0,20,12,13,14,2,100,7,12,66,98,82,0,0,0,0,0,0,0,2,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,9,5,-1,9,1,-1,0,5,12,2,1,-4,-1,-1,0,80,26,96,15,0,0,0,0,0
767,"Jesus","Guerrero","",56,"1978-4-6",6327,206,200,188,4,22,4,162,0,0,44000,1,0,0,21,11,19,22,1,73,99,28,77,92,85,0,0,0,0,0,0,2,2,1,1,0,29,0,0,0,0,-2,2,3,3,2,1,-1,-2,2,-3,-2,-3,-2,-3,0,-3,-1,0,-1,-1,-1,3,2,0,0,-3,-4,0,-4,-4,1,1,-1,-1,5,9,3,3,0,-3,-1,-1,92,96,76,19,0,0,0,0,0
768,"Josh","Jacob","",59,"1975-9-8",21299,206,210,187,1,22,2,177,0,0,178000,2,0,0,2,22,5,23,1,99,65,90,77,130,104,0,0,0,0,0,0,1,2,3,3,0,117,0,0,0,0,-1,1,1,-1,-1,-1,-1,3,0,1,-1,1,0,0,-1,1,0,0,1,0,1,1,-1,0,0,-8,-1,1,-2,-7,1,2,-1,-1,7,10,3,0,-2,6,9,-1,113,75,100,14,0,0,0,0,0
769,"Mike","Chapman","",39,"1995-10-10",81568,206,241,192,5,0,5,0,15051,0,0,0,0,0,18,3,16,7,2,93,26,11,81,88,84,0,0,0,0,0,0,0,2,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,4,6,-5,7,1,1,-1,4,10,5,1,-2,5,0,-4,41,41,91,11,0,0,0,0,0
770,"Brendan","Edwards","",56,"1978-9-30",69896,206,220,186,4,18,4,11,0,0,136000,1,0,0,18,16,7,21,1,12,102,12,85,88,87,0,0,0,0,0,0,0,2,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-5,-5,-10,1,4,2,0,0,5,10,3,2,-5,0,-7,2,61,98,31,17,0,0,0,0,0
771,"John","Van Trump","",53,"1981-8-14",49568,206,220,186,1,21,2,180,0,0,198000,2,0,0,16,17,9,13,1,89,92,81,93,87,90,0,0,0,0,0,0,1,2,3,3,0,70,0,0,0,0,1,0,0,0,0,1,1,3,0,-1,1,0,-1,-1,-1,-1,1,1,1,0,1,0,1,0,0,1,0,-2,-5,-4,-2,2,0,-1,4,10,5,1,-1,-4,-5,2,106,92,89,14,0,0,0,0,0
772,"Jeremy","Miller","",59,"1975-6-29",69085,206,235,194,5,25,5,180,0,0,50000,2,0,0,8,2,6,0,2,108,4,25,89,83,86,0,0,0,0,0,0,0,2,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,5,8,-1,-6,3,0,0,5,12,2,1,1,-2,-1,-3,82,25,103,4,0,0,0,0,0
773,"Mario","Rodriguez","",54,"1980-6-20",71432,56,220,188,4,17,4,180,0,0,46000,1,0,0,11,10,21,7,1,26,102,57,79,65,72,0,0,0,0,0,0,1,2,2,1,0,50,0,0,0,0,-1,1,-1,1,0,0,1,2,-1,0,0,0,-1,1,1,0,0,-1,1,0,-1,1,1,0,0,5,0,-1,-6,-3,-1,2,-1,-1,6,10,3,1,-1,4,-8,-1,91,95,38,11,0,0,0,0,0
774,"Mike","Robinson","",56,"1978-11-5",27566,206,220,188,1,24,2,167,0,0,296000,1,0,0,17,6,28,3,2,67,74,102,93,115,104,0,0,0,0,0,0,2,0,0,3,0,95,0,0,0,0,-3,3,2,1,3,0,-2,-2,3,-3,-2,-2,-3,-3,-2,-3,1,-1,0,-1,-1,3,2,0,0,-4,-3,-5,1,5,0,4,-1,0,6,9,4,1,-8,-1,3,3,119,82,76,11,0,0,0,0,0
775,"Shamel","Mayers","",53,"1981-6-28",50428,206,215,187,5,17,5,167,0,0,48000,1,0,0,11,13,6,8,1,106,29,35,90,106,98,0,0,0,0,0,0,1,4,3,3,0,59,0,0,0,0,-1,-1,0,0,1,1,-1,3,1,0,-1,1,0,-1,-1,0,1,1,0,1,0,-1,0,0,0,1,-1,4,10,-6,-6,0,1,-1,6,10,2,2,9,2,0,-3,84,46,104,10,0,0,0,0,0
776,"Nick","Switzer","",54,"1979-12-28",86389,206,215,184,4,22,4,167,0,0,42000,2,0,0,13,2,18,0,2,63,99,74,91,107,99,0,0,0,0,0,0,4,2,3,2,0,61,0,0,0,0,3,3,3,0,-2,0,-2,3,1,-1,-3,2,0,-1,-3,-2,-1,-3,2,-3,-3,-1,-3,0,0,0,-8,-5,-8,1,5,0,-2,0,4,10,4,2,2,3,2,8,103,99,72,7,0,0,0,0,0
777,"Mike","Schrepfer","",52,"1982-8-12",12985,206,205,182,1,17,2,169,0,0,168000,2,0,0,3,1,10,1,1,96,62,80,77,66,72,0,0,0,0,0,0,1,2,2,0,0,98,0,0,0,0,-1,0,-1,0,1,1,1,3,0,-1,-1,1,-1,0,-1,0,1,1,0,1,-1,1,0,0,0,2,4,-2,0,-4,4,5,2,-1,6,8,4,2,3,4,0,4,104,65,90,3,0,0,0,0,0
778,"Nate","Opsahl","",61,"1973-12-5",52679,206,190,185,5,27,5,169,0,0,50000,1,0,0,22,15,29,24,2,101,28,28,81,114,98,0,0,0,0,0,0,0,2,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,-1,3,-1,1,-1,0,4,10,3,3,-1,2,-8,-2,85,46,100,22,0,0,0,0,0
779,"Vic","Pliler","",59,"1975-6-20",64154,206,210,186,4,25,4,169,0,0,46000,2,0,0,19,10,9,17,2,1,122,23,91,78,85,0,0,0,0,0,0,0,2,1,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,-9,3,-3,0,-1,0,5,11,2,2,0,-7,4,1,83,113,22,15,0,0,0,0,0
780,"J.P.","Tunnell","",58,"1976-2-15",14603,206,210,184,1,24,2,172,0,0,244000,2,0,0,1,19,0,29,1,107,111,81,101,113,107,0,0,0,0,0,0,2,0,2,3,0,101,0,0,0,0,-2,1,3,1,3,-1,-2,-2,3,-3,-3,-1,-1,-3,-2,-3,1,-1,1,-1,1,3,2,0,0,-8,-2,1,-5,5,-4,5,0,0,6,9,5,0,4,-7,-1,2,128,110,107,14,0,0,0,0,0
781,"Travis","Mortimer","",59,"1975-9-13",25512,206,215,185,5,26,5,172,0,0,48000,1,0,0,11,22,14,13,3,107,7,2,88,85,87,0,0,0,0,0,0,0,1,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-9,2,3,-5,0,2,-2,-1,4,12,4,0,0,2,3,4,80,27,102,14,0,0,0,0,0
782,"Terry","Conn","",55,"1979-8-8",86551,206,180,176,4,19,4,172,0,0,48000,1,0,0,12,19,7,12,0,24,99,38,71,75,73,0,0,0,0,0,0,1,2,3,3,0,41,0,0,0,0,1,0,1,1,-1,-1,1,2,-1,1,-1,-1,-1,-1,1,0,0,-1,-1,0,0,-1,1,0,0,-10,3,0,-3,5,-4,0,-1,0,7,9,3,1,-7,-4,-3,-2,87,93,36,13,0,0,0,0,0
783,"Gary","Brinkerhoff","",55,"1979-10-8",22234,206,200,191,1,17,2,173,0,0,206000,2,0,0,2,8,0,14,0,99,92,75,86,97,92,0,0,0,0,0,0,1,0,2,3,0,68,0,0,0,0,0,1,-1,1,-1,0,-1,3,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0,0,0,0,0,0,-2,8,4,-4,-1,8,2,2,0,8,9,2,1,-6,6,0,-4,117,92,97,7,0,0,0,0,0
784,"Gene","Plitt","",59,"1975-3-14",27490,206,230,193,5,24,5,173,0,0,54000,1,0,0,4,13,14,17,2,102,20,7,73,92,83,0,0,0,0,0,0,0,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,5,0,2,0,-4,4,-2,0,7,9,2,2,0,-5,-5,-3,81,36,97,11,0,0,0,0,0
785,"Ian","Laughlin","",60,"1974-9-21",14043,206,225,191,4,29,4,173,0,0,60000,2,0,0,15,6,4,12,2,5,99,5,86,84,85,0,0,0,0,0,0,0,1,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-3,-2,-2,-3,-8,1,0,-1,7,8,3,2,0,-1,2,3,79,96,25,11,0,0,0,0,0
786,"John","Morgan","",61,"1973-8-18",59748,206,235,198,1,29,2,0,0,0,0,0,0,0,6,17,13,19,1,118,70,74,80,139,110,0,0,0,0,0,0,5,4,0,3,0,92,0,0,0,0,2,2,3,3,3,-1,-2,-1,3,0,1,0,1,-1,2,1,1,3,3,3,3,3,3,0,0,1,-3,4,0,-2,0,2,2,0,6,9,3,2,-2,6,-5,-2,102,80,116,14,0,0,0,0,0
787,"Dan","Gardner","",58,"1976-1-30",13181,206,225,190,5,23,5,179,0,0,40000,2,0,0,1,12,0,19,2,115,21,21,85,74,80,0,0,0,0,0,0,0,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,8,5,-5,-2,2,0,-1,6,10,2,2,0,3,0,5,72,36,106,9,0,0,0,0,0
788,"David","Hernandez","",53,"1981-1-13",18952,206,205,190,4,20,4,179,0,0,34000,1,0,0,15,16,19,14,4,13,99,1,78,79,79,0,0,0,0,0,0,0,1,1,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,-2,-3,-3,2,2,-1,4,10,3,3,-2,6,-4,-4,68,94,30,15,0,0,0,0,0
789,"Matt","Westbrook","",56,"1978-1-13",69776,206,190,184,1,22,2,166,0,0,284000,1,0,0,3,16,11,10,3,110,92,72,76,93,85,0,0,0,0,0,0,3,4,0,3,0,77,0,0,0,0,3,1,2,2,3,1,0,1,-1,1,3,3,3,3,0,0,-1,1,1,2,1,-2,1,0,0,-1,-2,0,-4,0,7,2,0,0,5,9,5,1,6,5,-1,3,128,90,104,9,0,0,0,0,0
790,"Ken","Terrell","",53,"1981-10-13",57474,206,230,196,5,19,5,166,0,0,36000,1,0,0,15,6,18,13,2,88,11,25,73,83,78,0,0,0,0,0,0,0,2,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,8,7,-3,-2,4,2,-1,8,9,2,1,-4,0,-2,1,68,28,86,13,0,0,0,0,0
791,"Adam","Myers","",59,"1975-1-6",71603,206,210,195,4,19,4,155,0,0,54000,1,0,0,11,7,23,0,4,19,113,5,110,108,109,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-10,1,-7,-5,1,1,0,-1,6,11,2,1,3,-1,4,3,74,112,42,8,0,0,0,0,0
792,"Dave","Haynes","",56,"1978-7-18",24572,206,205,195,1,19,2,170,0,0,224000,2,0,0,18,21,18,15,1,109,76,103,90,106,98,0,0,0,0,0,0,2,2,2,3,0,81,0,0,0,0,-2,3,3,3,3,-1,-1,-3,3,-3,-2,-3,-3,-2,-2,-3,0,1,0,-1,1,3,1,0,0,0,5,5,6,0,4,1,1,0,5,10,5,0,3,-1,6,2,112,82,106,18,0,0,0,0,0
793,"Leonardo","Sanchez","",40,"1994-10-20",20315,206,212,184,5,0,5,25,3105,0,80000,1,0,0,10,36,17,47,2,196,2,34,168,152,160,0,0,0,0,0,0,0,0,2,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,9,10,-4,-4,4,-1,-1,8,8,3,1,5,5,-3,4,65,42,187,29,0,0,0,0,0
794,"Robbie","McMillen","",58,"1976-2-23",56220,206,220,191,4,18,4,170,0,0,30000,1,0,0,9,5,17,0,3,47,104,38,88,86,87,0,0,0,0,0,0,1,1,3,3,0,27,0,0,0,0,-1,-1,-1,-1,-1,1,0,3,0,-1,1,1,1,1,-1,1,-1,1,0,1,1,-1,-1,0,0,-4,3,-3,2,-3,4,2,0,-1,5,11,3,1,5,-7,-2,6,80,100,57,6,0,0,0,0,0
795,"Mike","Oakley","",61,"1973-3-22",65514,206,210,185,1,29,2,0,0,0,0,0,0,0,11,4,4,9,3,108,122,75,112,77,95,0,0,0,0,0,0,1,1,3,1,0,99,0,0,0,0,-1,0,1,-1,-1,1,-1,3,0,1,1,-1,0,1,-1,0,1,0,-1,1,-1,-1,1,0,0,2,-2,7,-4,4,1,4,0,0,5,12,3,0,4,2,0,2,97,115,105,8,0,0,0,0,0
796,"Allan","Harvey","",57,"1977-10-26",15074,206,200,182,5,18,5,171,0,0,44000,2,0,0,22,19,26,30,4,105,9,13,101,82,92,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,3,-1,3,0,0,6,9,3,2,-3,-2,-6,1,79,30,102,24,0,0,0,0,0
797,"Zach","Redmond","",55,"1979-8-12",87597,206,215,193,4,17,4,171,0,0,32000,1,0,0,4,15,4,21,4,3,98,19,74,89,82,0,0,0,0,0,0,0,2,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,-10,-1,3,1,2,0,5,9,4,2,0,1,5,1,58,94,23,12,0,0,0,0,0
798,"Kelvin","Coney","",58,"1976-1-7",3121,206,230,193,1,21,2,168,0,0,250000,1,0,0,18,8,19,15,3,95,83,86,109,94,102,0,0,0,0,0,0,1,2,3,2,0,82,0,0,0,0,-1,0,0,1,1,0,1,3,1,-1,0,1,-1,1,-1,1,0,1,-1,1,0,0,1,0,0,2,3,1,-2,2,-3,3,-1,0,5,10,3,2,4,-5,-1,5,110,88,97,15,0,0,0,0,0
